"","Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","dfTime","stepsDistanceRatio","type","distance"
"183",46,"4/12/2016",10122,7.78000020980835,7.78000020980835,0,0,0,0,1440,2955,2016-04-12,1301.02824254928,"LightActiveDistance",0
"184",46,"4/12/2016",10122,7.78000020980835,7.78000020980835,0,0,0,0,1440,2955,2016-04-12,1301.02824254928,"SedentaryActiveDistance",0
"185",47,"4/13/2016",10993,8.44999980926514,8.44999980926514,0,1,14,150,1275,3092,2016-04-13,1300.94677492733,"VeryActiveDistance",0.0599999986588955
"186",47,"4/13/2016",10993,8.44999980926514,8.44999980926514,0,1,14,150,1275,3092,2016-04-13,1300.94677492733,"ModeratelyActiveDistance",0.629999995231628
"187",47,"4/13/2016",10993,8.44999980926514,8.44999980926514,0,1,14,150,1275,3092,2016-04-13,1300.94677492733,"LightActiveDistance",3.88000011444092
"188",47,"4/13/2016",10993,8.44999980926514,8.44999980926514,0,1,14,150,1275,3092,2016-04-13,1300.94677492733,"SedentaryActiveDistance",0
"189",48,"4/14/2016",8863,6.82000017166138,6.82000017166138,0,10,35,219,945,2998,2016-04-14,1299.56008459175,"VeryActiveDistance",0.129999995231628
"190",48,"4/14/2016",8863,6.82000017166138,6.82000017166138,0,10,35,219,945,2998,2016-04-14,1299.56008459175,"ModeratelyActiveDistance",1.07000005245209
"191",48,"4/14/2016",8863,6.82000017166138,6.82000017166138,0,10,35,219,945,2998,2016-04-14,1299.56008459175,"LightActiveDistance",5.61999988555908
"192",48,"4/14/2016",8863,6.82000017166138,6.82000017166138,0,10,35,219,945,2998,2016-04-14,1299.56008459175,"SedentaryActiveDistance",0
"193",49,"4/12/2016",3276,2.20000004768372,2.20000004768372,0,0,0,196,787,2113,2016-04-12,1489.09087681573,"VeryActiveDistance",0
"194",49,"4/12/2016",3276,2.20000004768372,2.20000004768372,0,0,0,196,787,2113,2016-04-12,1489.09087681573,"ModeratelyActiveDistance",0
"195",49,"4/12/2016",3276,2.20000004768372,2.20000004768372,0,0,0,196,787,2113,2016-04-12,1489.09087681573,"LightActiveDistance",2.20000004768372
"196",49,"4/12/2016",3276,2.20000004768372,2.20000004768372,0,0,0,196,787,2113,2016-04-12,1489.09087681573,"SedentaryActiveDistance",0
"197",50,"4/13/2016",2961,1.99000000953674,1.99000000953674,0,0,0,194,840,2095,2016-04-13,1487.93969136176,"VeryActiveDistance",0
"198",50,"4/13/2016",2961,1.99000000953674,1.99000000953674,0,0,0,194,840,2095,2016-04-13,1487.93969136176,"ModeratelyActiveDistance",0
"199",50,"4/13/2016",2961,1.99000000953674,1.99000000953674,0,0,0,194,840,2095,2016-04-13,1487.93969136176,"LightActiveDistance",1.99000000953674
"200",50,"4/13/2016",2961,1.99000000953674,1.99000000953674,0,0,0,194,840,2095,2016-04-13,1487.93969136176,"SedentaryActiveDistance",0
"201",51,"4/14/2016",3974,2.67000007629395,2.67000007629395,0,0,0,231,717,2194,2016-04-14,1488.38947057861,"VeryActiveDistance",0
"202",51,"4/14/2016",3974,2.67000007629395,2.67000007629395,0,0,0,231,717,2194,2016-04-14,1488.38947057861,"ModeratelyActiveDistance",0
"203",51,"4/14/2016",3974,2.67000007629395,2.67000007629395,0,0,0,231,717,2194,2016-04-14,1488.38947057861,"LightActiveDistance",2.67000007629395
"204",51,"4/14/2016",3974,2.67000007629395,2.67000007629395,0,0,0,231,717,2194,2016-04-14,1488.38947057861,"SedentaryActiveDistance",0
"205",52,"4/12/2016",5135,3.39000010490417,3.39000010490417,0,0,0,318,1122,1909,2016-04-12,1514.74921566268,"VeryActiveDistance",0
"206",52,"4/12/2016",5135,3.39000010490417,3.39000010490417,0,0,0,318,1122,1909,2016-04-12,1514.74921566268,"ModeratelyActiveDistance",0
"207",52,"4/12/2016",5135,3.39000010490417,3.39000010490417,0,0,0,318,1122,1909,2016-04-12,1514.74921566268,"LightActiveDistance",3.39000010490417
"208",52,"4/12/2016",5135,3.39000010490417,3.39000010490417,0,0,0,318,1122,1909,2016-04-12,1514.74921566268,"SedentaryActiveDistance",0
"209",53,"4/13/2016",4978,3.28999996185303,3.28999996185303,0,19,7,127,1287,1722,2016-04-13,1513.06992635837,"VeryActiveDistance",1.24000000953674
"210",53,"4/13/2016",4978,3.28999996185303,3.28999996185303,0,19,7,127,1287,1722,2016-04-13,1513.06992635837,"ModeratelyActiveDistance",0.439999997615814
"211",53,"4/13/2016",4978,3.28999996185303,3.28999996185303,0,19,7,127,1287,1722,2016-04-13,1513.06992635837,"LightActiveDistance",1.61000001430511
"212",53,"4/13/2016",4978,3.28999996185303,3.28999996185303,0,19,7,127,1287,1722,2016-04-13,1513.06992635837,"SedentaryActiveDistance",0
"213",54,"4/14/2016",6799,4.48999977111816,4.48999977111816,0,0,0,279,1161,1922,2016-04-14,1514.25397474059,"VeryActiveDistance",0
"214",54,"4/14/2016",6799,4.48999977111816,4.48999977111816,0,0,0,279,1161,1922,2016-04-14,1514.25397474059,"ModeratelyActiveDistance",0
"215",54,"4/14/2016",6799,4.48999977111816,4.48999977111816,0,0,0,279,1161,1922,2016-04-14,1514.25397474059,"LightActiveDistance",4.48999977111816
"216",54,"4/14/2016",6799,4.48999977111816,4.48999977111816,0,0,0,279,1161,1922,2016-04-14,1514.25397474059,"SedentaryActiveDistance",0
"217",55,"4/12/2016",7213,5.88000011444092,5.88000011444092,0,0,0,263,718,2947,2016-04-12,1226.70065639715,"VeryActiveDistance",0
"218",55,"4/12/2016",7213,5.88000011444092,5.88000011444092,0,0,0,263,718,2947,2016-04-12,1226.70065639715,"ModeratelyActiveDistance",0
"219",55,"4/12/2016",7213,5.88000011444092,5.88000011444092,0,0,0,263,718,2947,2016-04-12,1226.70065639715,"LightActiveDistance",5.84999990463257
"220",55,"4/12/2016",7213,5.88000011444092,5.88000011444092,0,0,0,263,718,2947,2016-04-12,1226.70065639715,"SedentaryActiveDistance",0
"221",56,"4/13/2016",6877,5.57999992370605,5.57999992370605,0,0,0,258,777,2898,2016-04-13,1232.43729283647,"VeryActiveDistance",0
"222",56,"4/13/2016",6877,5.57999992370605,5.57999992370605,0,0,0,258,777,2898,2016-04-13,1232.43729283647,"ModeratelyActiveDistance",0
"223",56,"4/13/2016",6877,5.57999992370605,5.57999992370605,0,0,0,258,777,2898,2016-04-13,1232.43729283647,"LightActiveDistance",5.57999992370605
"224",56,"4/13/2016",6877,5.57999992370605,5.57999992370605,0,0,0,258,777,2898,2016-04-13,1232.43729283647,"SedentaryActiveDistance",0
"225",57,"4/14/2016",7860,6.36999988555908,6.36999988555908,0,0,0,271,772,2984,2016-04-14,1233.90897036259,"VeryActiveDistance",0
"226",57,"4/14/2016",7860,6.36999988555908,6.36999988555908,0,0,0,271,772,2984,2016-04-14,1233.90897036259,"ModeratelyActiveDistance",0
"227",57,"4/14/2016",7860,6.36999988555908,6.36999988555908,0,0,0,271,772,2984,2016-04-14,1233.90897036259,"LightActiveDistance",6.36999988555908
"228",57,"4/14/2016",7860,6.36999988555908,6.36999988555908,0,0,0,271,772,2984,2016-04-14,1233.90897036259,"SedentaryActiveDistance",0
"229",58,"4/12/2016",11596,7.57000017166138,7.57000017166138,0,19,13,277,767,2026,2016-04-12,1531.83616077185,"VeryActiveDistance",1.37000000476837
"230",58,"4/12/2016",11596,7.57000017166138,7.57000017166138,0,19,13,277,767,2026,2016-04-12,1531.83616077185,"ModeratelyActiveDistance",0.790000021457672
"231",58,"4/12/2016",11596,7.57000017166138,7.57000017166138,0,19,13,277,767,2026,2016-04-12,1531.83616077185,"LightActiveDistance",5.40999984741211
"232",58,"4/12/2016",11596,7.57000017166138,7.57000017166138,0,19,13,277,767,2026,2016-04-12,1531.83616077185,"SedentaryActiveDistance",0
"233",59,"4/13/2016",4832,3.16000008583069,3.16000008583069,0,0,0,226,647,1718,2016-04-13,1529.11388251744,"VeryActiveDistance",0
"234",59,"4/13/2016",4832,3.16000008583069,3.16000008583069,0,0,0,226,647,1718,2016-04-13,1529.11388251744,"ModeratelyActiveDistance",0
"235",59,"4/13/2016",4832,3.16000008583069,3.16000008583069,0,0,0,226,647,1718,2016-04-13,1529.11388251744,"LightActiveDistance",3.16000008583069
"236",59,"4/13/2016",4832,3.16000008583069,3.16000008583069,0,0,0,226,647,1718,2016-04-13,1529.11388251744,"SedentaryActiveDistance",0
"237",60,"4/14/2016",17022,11.1199998855591,11.1199998855591,0,61,41,256,693,2324,2016-04-14,1530.75541143714,"VeryActiveDistance",4
"238",60,"4/14/2016",17022,11.1199998855591,11.1199998855591,0,61,41,256,693,2324,2016-04-14,1530.75541143714,"ModeratelyActiveDistance",2.45000004768372
"239",60,"4/14/2016",17022,11.1199998855591,11.1199998855591,0,61,41,256,693,2324,2016-04-14,1530.75541143714,"LightActiveDistance",4.67000007629395
"240",60,"4/14/2016",17022,11.1199998855591,11.1199998855591,0,61,41,256,693,2324,2016-04-14,1530.75541143714,"SedentaryActiveDistance",0
"241",61,"4/12/2016",8135,6.07999992370605,6.07999992370605,0,86,16,140,728,3405,2016-04-12,1337.99343784224,"VeryActiveDistance",3.59999990463257
"242",61,"4/12/2016",8135,6.07999992370605,6.07999992370605,0,86,16,140,728,3405,2016-04-12,1337.99343784224,"ModeratelyActiveDistance",0.379999995231628
"243",61,"4/12/2016",8135,6.07999992370605,6.07999992370605,0,86,16,140,728,3405,2016-04-12,1337.99343784224,"LightActiveDistance",2.09999990463257
"244",61,"4/12/2016",8135,6.07999992370605,6.07999992370605,0,86,16,140,728,3405,2016-04-12,1337.99343784224,"SedentaryActiveDistance",0
"245",62,"4/13/2016",5077,3.78999996185303,3.78999996185303,0,15,11,144,776,2551,2016-04-13,1339.57784989468,"VeryActiveDistance",0.319999992847443
"246",62,"4/13/2016",5077,3.78999996185303,3.78999996185303,0,15,11,144,776,2551,2016-04-13,1339.57784989468,"ModeratelyActiveDistance",0.219999998807907
"247",62,"4/13/2016",5077,3.78999996185303,3.78999996185303,0,15,11,144,776,2551,2016-04-13,1339.57784989468,"LightActiveDistance",3.25
"248",62,"4/13/2016",5077,3.78999996185303,3.78999996185303,0,15,11,144,776,2551,2016-04-13,1339.57784989468,"SedentaryActiveDistance",0
"249",63,"4/14/2016",8596,6.42000007629395,6.42000007629395,0,118,30,176,662,4022,2016-04-14,1338.94079405715,"VeryActiveDistance",3.32999992370605
"250",63,"4/14/2016",8596,6.42000007629395,6.42000007629395,0,118,30,176,662,4022,2016-04-14,1338.94079405715,"ModeratelyActiveDistance",0.310000002384186
"251",63,"4/14/2016",8596,6.42000007629395,6.42000007629395,0,118,30,176,662,4022,2016-04-14,1338.94079405715,"LightActiveDistance",2.77999997138977
"252",63,"4/14/2016",8596,6.42000007629395,6.42000007629395,0,118,30,176,662,4022,2016-04-14,1338.94079405715,"SedentaryActiveDistance",0
"253",64,"4/12/2016",0,0,0,0,0,0,0,1440,1496,2016-04-12,NA,"VeryActiveDistance",0
"254",64,"4/12/2016",0,0,0,0,0,0,0,1440,1496,2016-04-12,NA,"ModeratelyActiveDistance",0
"255",64,"4/12/2016",0,0,0,0,0,0,0,1440,1496,2016-04-12,NA,"LightActiveDistance",0
"256",64,"4/12/2016",0,0,0,0,0,0,0,1440,1496,2016-04-12,NA,"SedentaryActiveDistance",0
"257",65,"4/13/2016",0,0,0,0,0,0,0,1440,1496,2016-04-13,NA,"VeryActiveDistance",0
"258",65,"4/13/2016",0,0,0,0,0,0,0,1440,1496,2016-04-13,NA,"ModeratelyActiveDistance",0
"259",65,"4/13/2016",0,0,0,0,0,0,0,1440,1496,2016-04-13,NA,"LightActiveDistance",0
"260",65,"4/13/2016",0,0,0,0,0,0,0,1440,1496,2016-04-13,NA,"SedentaryActiveDistance",0
"261",66,"4/14/2016",0,0,0,0,0,0,0,1440,1496,2016-04-14,NA,"VeryActiveDistance",0
"262",66,"4/14/2016",0,0,0,0,0,0,0,1440,1496,2016-04-14,NA,"ModeratelyActiveDistance",0
"263",66,"4/14/2016",0,0,0,0,0,0,0,1440,1496,2016-04-14,NA,"LightActiveDistance",0
"264",66,"4/14/2016",0,0,0,0,0,0,0,1440,1496,2016-04-14,NA,"SedentaryActiveDistance",0
"265",67,"4/12/2016",4562,3.45000004768372,3.45000004768372,0,0,0,199,1241,2560,2016-04-12,1322.31882230345,"VeryActiveDistance",0
"266",67,"4/12/2016",4562,3.45000004768372,3.45000004768372,0,0,0,199,1241,2560,2016-04-12,1322.31882230345,"ModeratelyActiveDistance",0
"267",67,"4/12/2016",4562,3.45000004768372,3.45000004768372,0,0,0,199,1241,2560,2016-04-12,1322.31882230345,"LightActiveDistance",3.45000004768372
"268",67,"4/12/2016",4562,3.45000004768372,3.45000004768372,0,0,0,199,1241,2560,2016-04-12,1322.31882230345,"SedentaryActiveDistance",0
"269",68,"4/13/2016",7142,5.40000009536743,5.40000009536743,0,0,0,350,1090,2905,2016-04-13,1322.59256923477,"VeryActiveDistance",0
"270",68,"4/13/2016",7142,5.40000009536743,5.40000009536743,0,0,0,350,1090,2905,2016-04-13,1322.59256923477,"ModeratelyActiveDistance",0
"271",68,"4/13/2016",7142,5.40000009536743,5.40000009536743,0,0,0,350,1090,2905,2016-04-13,1322.59256923477,"LightActiveDistance",5.3899998664856
"272",68,"4/13/2016",7142,5.40000009536743,5.40000009536743,0,0,0,350,1090,2905,2016-04-13,1322.59256923477,"SedentaryActiveDistance",0.00999999977648258
"273",69,"4/14/2016",7671,5.80000019073486,5.80000019073486,0,0,0,363,1077,2952,2016-04-14,1322.58616340288,"VeryActiveDistance",0
"274",69,"4/14/2016",7671,5.80000019073486,5.80000019073486,0,0,0,363,1077,2952,2016-04-14,1322.58616340288,"ModeratelyActiveDistance",0
"275",69,"4/14/2016",7671,5.80000019073486,5.80000019073486,0,0,0,363,1077,2952,2016-04-14,1322.58616340288,"LightActiveDistance",5.76999998092651
"276",69,"4/14/2016",7671,5.80000019073486,5.80000019073486,0,0,0,363,1077,2952,2016-04-14,1322.58616340288,"SedentaryActiveDistance",0.0299999993294477
"277",70,"4/12/2016",0,0,0,0,0,0,0,1440,1841,2016-04-12,NA,"VeryActiveDistance",0
"278",70,"4/12/2016",0,0,0,0,0,0,0,1440,1841,2016-04-12,NA,"ModeratelyActiveDistance",0
"279",70,"4/12/2016",0,0,0,0,0,0,0,1440,1841,2016-04-12,NA,"LightActiveDistance",0
"280",70,"4/12/2016",0,0,0,0,0,0,0,1440,1841,2016-04-12,NA,"SedentaryActiveDistance",0
"281",71,"4/13/2016",4053,2.91000008583069,2.91000008583069,0,17,18,85,1053,2400,2016-04-13,1392.78346407438,"VeryActiveDistance",1.11000001430511
"282",71,"4/13/2016",4053,2.91000008583069,2.91000008583069,0,17,18,85,1053,2400,2016-04-13,1392.78346407438,"ModeratelyActiveDistance",0.579999983310699
"283",71,"4/13/2016",4053,2.91000008583069,2.91000008583069,0,17,18,85,1053,2400,2016-04-13,1392.78346407438,"LightActiveDistance",1.22000002861023
"284",71,"4/13/2016",4053,2.91000008583069,2.91000008583069,0,17,18,85,1053,2400,2016-04-13,1392.78346407438,"SedentaryActiveDistance",0
"285",72,"4/14/2016",5162,3.70000004768372,3.70000004768372,0,14,24,105,863,2507,2016-04-14,1395.13511715534,"VeryActiveDistance",0.870000004768372
"286",72,"4/14/2016",5162,3.70000004768372,3.70000004768372,0,14,24,105,863,2507,2016-04-14,1395.13511715534,"ModeratelyActiveDistance",0.860000014305115
"287",72,"4/14/2016",5162,3.70000004768372,3.70000004768372,0,14,24,105,863,2507,2016-04-14,1395.13511715534,"LightActiveDistance",1.97000002861023
"288",72,"4/14/2016",5162,3.70000004768372,3.70000004768372,0,14,24,105,863,2507,2016-04-14,1395.13511715534,"SedentaryActiveDistance",0
"289",73,"4/12/2016",10199,6.73999977111816,6.73999977111816,0,50,14,189,796,1994,2016-04-12,1513.20479916099,"VeryActiveDistance",3.40000009536743
"290",73,"4/12/2016",10199,6.73999977111816,6.73999977111816,0,50,14,189,796,1994,2016-04-12,1513.20479916099,"ModeratelyActiveDistance",0.829999983310699
"291",73,"4/12/2016",10199,6.73999977111816,6.73999977111816,0,50,14,189,796,1994,2016-04-12,1513.20479916099,"LightActiveDistance",2.50999999046326
"292",73,"4/12/2016",10199,6.73999977111816,6.73999977111816,0,50,14,189,796,1994,2016-04-12,1513.20479916099,"SedentaryActiveDistance",0
"293",74,"4/13/2016",5652,3.74000000953674,3.74000000953674,0,8,24,142,548,1718,2016-04-13,1511.22994267053,"VeryActiveDistance",0.569999992847443
"294",74,"4/13/2016",5652,3.74000000953674,3.74000000953674,0,8,24,142,548,1718,2016-04-13,1511.22994267053,"ModeratelyActiveDistance",1.21000003814697
"295",74,"4/13/2016",5652,3.74000000953674,3.74000000953674,0,8,24,142,548,1718,2016-04-13,1511.22994267053,"LightActiveDistance",1.96000003814697
"296",74,"4/13/2016",5652,3.74000000953674,3.74000000953674,0,8,24,142,548,1718,2016-04-13,1511.22994267053,"SedentaryActiveDistance",0
"297",75,"4/14/2016",1551,1.02999997138977,1.02999997138977,0,0,0,86,862,1466,2016-04-14,1505.82528454564,"VeryActiveDistance",0
"298",75,"4/14/2016",1551,1.02999997138977,1.02999997138977,0,0,0,86,862,1466,2016-04-14,1505.82528454564,"ModeratelyActiveDistance",0
"299",75,"4/14/2016",1551,1.02999997138977,1.02999997138977,0,0,0,86,862,1466,2016-04-14,1505.82528454564,"LightActiveDistance",1.02999997138977
"300",75,"4/14/2016",1551,1.02999997138977,1.02999997138977,0,0,0,86,862,1466,2016-04-14,1505.82528454564,"SedentaryActiveDistance",0
"301",76,"4/12/2016",14172,10.289999961853,9.47999954223633,4.8697829246521,53,8,355,1024,2937,2016-04-12,1377.25948032442,"VeryActiveDistance",4.5
"302",76,"4/12/2016",14172,10.289999961853,9.47999954223633,4.8697829246521,53,8,355,1024,2937,2016-04-12,1377.25948032442,"ModeratelyActiveDistance",0.379999995231628
"303",76,"4/12/2016",14172,10.289999961853,9.47999954223633,4.8697829246521,53,8,355,1024,2937,2016-04-12,1377.25948032442,"LightActiveDistance",5.40999984741211
"304",76,"4/12/2016",14172,10.289999961853,9.47999954223633,4.8697829246521,53,8,355,1024,2937,2016-04-12,1377.25948032442,"SedentaryActiveDistance",0
"305",77,"4/13/2016",12862,9.64999961853027,8.60000038146973,4.8513069152832,56,22,261,1101,2742,2016-04-13,1332.84979362092,"VeryActiveDistance",4.6100001335144
"306",77,"4/13/2016",12862,9.64999961853027,8.60000038146973,4.8513069152832,56,22,261,1101,2742,2016-04-13,1332.84979362092,"ModeratelyActiveDistance",0.560000002384186
"307",77,"4/13/2016",12862,9.64999961853027,8.60000038146973,4.8513069152832,56,22,261,1101,2742,2016-04-13,1332.84979362092,"LightActiveDistance",4.48000001907349
"308",77,"4/13/2016",12862,9.64999961853027,8.60000038146973,4.8513069152832,56,22,261,1101,2742,2016-04-13,1332.84979362092,"SedentaryActiveDistance",0
"309",78,"4/14/2016",11179,8.23999977111816,7.48000001907349,3.28541493415833,34,6,304,1096,2668,2016-04-14,1356.6747949658,"VeryActiveDistance",2.95000004768372
"310",78,"4/14/2016",11179,8.23999977111816,7.48000001907349,3.28541493415833,34,6,304,1096,2668,2016-04-14,1356.6747949658,"ModeratelyActiveDistance",0.340000003576279
"311",78,"4/14/2016",11179,8.23999977111816,7.48000001907349,3.28541493415833,34,6,304,1096,2668,2016-04-14,1356.6747949658,"LightActiveDistance",4.96000003814697
"312",78,"4/14/2016",11179,8.23999977111816,7.48000001907349,3.28541493415833,34,6,304,1096,2668,2016-04-14,1356.6747949658,"SedentaryActiveDistance",0
"313",79,"4/12/2016",11317,8.40999984741211,8.40999984741211,0,59,6,153,745,2772,2016-04-12,1345.65995307151,"VeryActiveDistance",5.26999998092651
"314",79,"4/12/2016",11317,8.40999984741211,8.40999984741211,0,59,6,153,745,2772,2016-04-12,1345.65995307151,"ModeratelyActiveDistance",0.150000005960464
"315",79,"4/12/2016",11317,8.40999984741211,8.40999984741211,0,59,6,153,745,2772,2016-04-12,1345.65995307151,"LightActiveDistance",2.97000002861023
"316",79,"4/12/2016",11317,8.40999984741211,8.40999984741211,0,59,6,153,745,2772,2016-04-12,1345.65995307151,"SedentaryActiveDistance",0
"317",80,"4/13/2016",5813,3.61999988555908,3.61999988555908,0,31,26,155,744,2516,2016-04-13,1605.80115573739,"VeryActiveDistance",0.560000002384186
"318",80,"4/13/2016",5813,3.61999988555908,3.61999988555908,0,31,26,155,744,2516,2016-04-13,1605.80115573739,"ModeratelyActiveDistance",0.209999993443489
"319",80,"4/13/2016",5813,3.61999988555908,3.61999988555908,0,31,26,155,744,2516,2016-04-13,1605.80115573739,"LightActiveDistance",2.83999991416931
"320",80,"4/13/2016",5813,3.61999988555908,3.61999988555908,0,31,26,155,744,2516,2016-04-13,1605.80115573739,"SedentaryActiveDistance",0
"321",81,"4/14/2016",9123,6.11999988555908,6.11999988555908,0,35,32,189,787,2734,2016-04-14,1490.68630238489,"VeryActiveDistance",2.02999997138977
"322",81,"4/14/2016",9123,6.11999988555908,6.11999988555908,0,35,32,189,787,2734,2016-04-14,1490.68630238489,"ModeratelyActiveDistance",0.330000013113022
"323",81,"4/14/2016",9123,6.11999988555908,6.11999988555908,0,35,32,189,787,2734,2016-04-14,1490.68630238489,"LightActiveDistance",3.66000008583069
"324",81,"4/14/2016",9123,6.11999988555908,6.11999988555908,0,35,32,189,787,2734,2016-04-14,1490.68630238489,"SedentaryActiveDistance",0
"325",82,"4/12/2016",18060,14.1199998855591,14.1199998855591,0,116,8,123,1193,3186,2016-04-12,1279.03683756191,"VeryActiveDistance",11.6400003433228
"326",82,"4/12/2016",18060,14.1199998855591,14.1199998855591,0,116,8,123,1193,3186,2016-04-12,1279.03683756191,"ModeratelyActiveDistance",0.389999985694885
"327",82,"4/12/2016",18060,14.1199998855591,14.1199998855591,0,116,8,123,1193,3186,2016-04-12,1279.03683756191,"LightActiveDistance",2.09999990463257
"328",82,"4/12/2016",18060,14.1199998855591,14.1199998855591,0,116,8,123,1193,3186,2016-04-12,1279.03683756191,"SedentaryActiveDistance",0
"329",83,"4/13/2016",16433,13.3500003814697,13.3500003814697,0,95,12,156,1177,3140,2016-04-13,1230.93629441461,"VeryActiveDistance",10.4300003051758
"330",83,"4/13/2016",16433,13.3500003814697,13.3500003814697,0,95,12,156,1177,3140,2016-04-13,1230.93629441461,"ModeratelyActiveDistance",0.469999998807907
"331",83,"4/13/2016",16433,13.3500003814697,13.3500003814697,0,95,12,156,1177,3140,2016-04-13,1230.93629441461,"LightActiveDistance",2.45000004768372
"332",83,"4/13/2016",16433,13.3500003814697,13.3500003814697,0,95,12,156,1177,3140,2016-04-13,1230.93629441461,"SedentaryActiveDistance",0
"333",84,"4/14/2016",20159,15.9700002670288,15.9700002670288,0,119,5,193,1123,3411,2016-04-14,1262.30429949458,"VeryActiveDistance",12.3400001525879
"334",84,"4/14/2016",20159,15.9700002670288,15.9700002670288,0,119,5,193,1123,3411,2016-04-14,1262.30429949458,"ModeratelyActiveDistance",0.209999993443489
"335",84,"4/14/2016",20159,15.9700002670288,15.9700002670288,0,119,5,193,1123,3411,2016-04-14,1262.30429949458,"LightActiveDistance",3.35999989509583
"336",84,"4/14/2016",20159,15.9700002670288,15.9700002670288,0,119,5,193,1123,3411,2016-04-14,1262.30429949458,"SedentaryActiveDistance",0
"337",85,"4/12/2016",9033,7.15999984741211,7.15999984741211,0,40,2,154,1244,2044,2016-04-12,1261.59220565694,"VeryActiveDistance",5.42999982833862
"338",85,"4/12/2016",9033,7.15999984741211,7.15999984741211,0,40,2,154,1244,2044,2016-04-12,1261.59220565694,"ModeratelyActiveDistance",0.140000000596046
"339",85,"4/12/2016",9033,7.15999984741211,7.15999984741211,0,40,2,154,1244,2044,2016-04-12,1261.59220565694,"LightActiveDistance",1.5900000333786
"340",85,"4/12/2016",9033,7.15999984741211,7.15999984741211,0,40,2,154,1244,2044,2016-04-12,1261.59220565694,"SedentaryActiveDistance",0
"341",86,"4/13/2016",8053,6.09999990463257,6.09999990463257,0,35,11,96,1298,1935,2016-04-13,1320.16395506568,"VeryActiveDistance",4.17000007629395
"342",86,"4/13/2016",8053,6.09999990463257,6.09999990463257,0,35,11,96,1298,1935,2016-04-13,1320.16395506568,"ModeratelyActiveDistance",0.629999995231628
"343",86,"4/13/2016",8053,6.09999990463257,6.09999990463257,0,35,11,96,1298,1935,2016-04-13,1320.16395506568,"LightActiveDistance",1.30999994277954
"344",86,"4/13/2016",8053,6.09999990463257,6.09999990463257,0,35,11,96,1298,1935,2016-04-13,1320.16395506568,"SedentaryActiveDistance",0
"345",87,"4/14/2016",5234,3.46000003814697,3.46000003814697,0,29,16,33,1362,1705,2016-04-14,1512.71674632787,"VeryActiveDistance",1.92999994754791
"346",87,"4/14/2016",5234,3.46000003814697,3.46000003814697,0,29,16,33,1362,1705,2016-04-14,1512.71674632787,"ModeratelyActiveDistance",0.990000009536743
"347",87,"4/14/2016",5234,3.46000003814697,3.46000003814697,0,29,16,33,1362,1705,2016-04-14,1512.71674632787,"LightActiveDistance",0.540000021457672
"348",87,"4/14/2016",5234,3.46000003814697,3.46000003814697,0,29,16,33,1362,1705,2016-04-14,1512.71674632787,"SedentaryActiveDistance",0
"349",88,"4/12/2016",7626,6.05000019073486,6.05000019073486,2.25308108329773,65,15,156,723,3635,2016-04-12,1260.49582802967,"VeryActiveDistance",0.829999983310699
"350",88,"4/12/2016",7626,6.05000019073486,6.05000019073486,2.25308108329773,65,15,156,723,3635,2016-04-12,1260.49582802967,"ModeratelyActiveDistance",0.709999978542328
"351",88,"4/12/2016",7626,6.05000019073486,6.05000019073486,2.25308108329773,65,15,156,723,3635,2016-04-12,1260.49582802967,"LightActiveDistance",4.5
"352",88,"4/12/2016",7626,6.05000019073486,6.05000019073486,2.25308108329773,65,15,156,723,3635,2016-04-12,1260.49582802967,"SedentaryActiveDistance",0
"353",89,"4/13/2016",12386,9.81999969482422,9.81999969482422,2.0921471118927,116,14,169,680,4079,2016-04-13,1261.30350151927,"VeryActiveDistance",4.96000003814697
"354",89,"4/13/2016",12386,9.81999969482422,9.81999969482422,2.0921471118927,116,14,169,680,4079,2016-04-13,1261.30350151927,"ModeratelyActiveDistance",0.649999976158142
"355",89,"4/13/2016",12386,9.81999969482422,9.81999969482422,2.0921471118927,116,14,169,680,4079,2016-04-13,1261.30350151927,"LightActiveDistance",4.21000003814697
"356",89,"4/13/2016",12386,9.81999969482422,9.81999969482422,2.0921471118927,116,14,169,680,4079,2016-04-13,1261.30350151927,"SedentaryActiveDistance",0
"357",90,"4/14/2016",13318,10.5600004196167,10.5600004196167,2.25308108329773,123,21,174,699,4163,2016-04-14,1261.17419230968,"VeryActiveDistance",5.61999988555908
"358",90,"4/14/2016",13318,10.5600004196167,10.5600004196167,2.25308108329773,123,21,174,699,4163,2016-04-14,1261.17419230968,"ModeratelyActiveDistance",1.02999997138977
"359",90,"4/14/2016",13318,10.5600004196167,10.5600004196167,2.25308108329773,123,21,174,699,4163,2016-04-14,1261.17419230968,"LightActiveDistance",3.91000008583069
"360",90,"4/14/2016",13318,10.5600004196167,10.5600004196167,2.25308108329773,123,21,174,699,4163,2016-04-14,1261.17419230968,"SedentaryActiveDistance",0
"361",91,"4/12/2016",5014,3.91000008583069,3.91000008583069,0,0,7,196,1237,2650,2016-04-12,1282.35291302679,"VeryActiveDistance",0
"362",91,"4/12/2016",5014,3.91000008583069,3.91000008583069,0,0,7,196,1237,2650,2016-04-12,1282.35291302679,"ModeratelyActiveDistance",0.330000013113022
